Intent,Question,Answer
question_data_set,who is victoria jackson from saturday night live,"Victoria Jackson (born August 2, 1959) is an American comedian, actress, satirist, singer and internet blogger best known as a cast member of the NBC television sketch comedy series Saturday Night Live (SNL) from 1986 to 1992."
question_data_set,what was the post modernist era in literature?,"Postmodern literature is literature characterized by heavy reliance on techniques like fragmentation, paradox, and questionable narrators, and is often (though not exclusively) defined as a style or trend which emerged in the post–World War II era."
question_data_set,who is the group enigma,"Enigma is an electronic musical project founded in Germany by Michael Cretu , David Fairstein and Frank Peterson in 1990."
question_data_set,who is the group enigma,"The Romanian-born Cretu conceived the Enigma project while working in Germany, but based his recording studio A.R.T. Studios in Ibiza, Spain , from the early 1990s until May 2009, where he has recorded all of Enigma's studio releases to date."
question_data_set,when was scooby doo created,"Scooby-Doo is an American animated cartoon franchise , comprising several animated television series produced from 1969 to the present day."
question_data_set,what is the federal death tax,"The estate tax in the United States is a tax imposed on the transfer of the ""taxable estate "" of a deceased person, whether such property is transferred via a will , according to the state laws of intestacy or otherwise made as an incident of the death of the owner, such as a transfer of property from an intestate estate or trust, or the payment of certain life insurance benefits or financial account sums to beneficiaries."
question_data_set,when was raphael born,"Raffaello Sanzio da Urbino (April 6 or March 28, 1483 – April 6, 1520), better known simply as Raphael, was an Italian painter and architect of the High Renaissance ."
question_data_set,who is the CEO OF FACEBOOK,"As of April 2013, Zuckerberg is the chairman and chief executive of Facebook, Inc. and in 2013 his personal wealth was estimated to be US$13 .3 billion ."
question_data_set,What Is the Largest Whale,"At in length and or more in weight, it is the largest known animal to have ever existed."
question_data_set,What Is Range in Math,is a function from domain X to codomain Y.
question_data_set,where is the seed located in an artichoke,The edible matter is buds that form within the flower heads before the flowers come into bloom.
question_data_set,who is on the hundred dollar bill,"U.S. statesman, inventor, and diplomat Benjamin Franklin is currently featured on the obverse of the bill."
question_data_set,what is the ingredient in mustard,"Mustard (or yellow sauce) is a condiment made from the seeds of a mustard plant (white or yellow mustard, Sinapis hirta ; brown or Indian mustard, Brassica juncea ; or black mustard, B. nigra )."
question_data_set,who are the members of the climax blues band?,"The original members were guitarist/vocalist Peter Haycock , guitarist Derek Holt; keyboardist Arthur Wood; bassist Richard Jones; drummer George Newsome; and lead vocalist and saxophonist Colin Cooper."
question_data_set,when was the web invented,"Using concepts from his earlier hypertext systems like ENQUIRE , British engineer, computer scientist and at that time employee of the CERN , Sir Tim Berners-Lee , now Director of the World Wide Web Consortium (W3C), wrote a proposal in March 1989 for what would eventually become the World Wide Web."
question_data_set,WHAT IS PARESTHESIAS OF HANDS,"Paresthesia ( or ), is a sensation of tickling, tingling, burning, pricking, or numbness of a person's skin with no apparent long-term physical effect."
question_data_set,WHAT IS PARESTHESIAS OF HANDS,"It is more generally known as the feeling of ""pins and needles"" or of a limb ""falling asleep""."
question_data_set,what is kathmandu known for,Kathmandu ( ; ) is the capital and largest urban agglomerate of Nepal .
question_data_set,where is mark sanchez from,"Mark Travis John Sanchez (born November 11, 1986) is an American football quarterback for the New York Jets of the National Football League (NFL)."
question_data_set,who is paul avery to the zodiac killings,"Paul Avery (April 2, 1934December 10, 2000) was an American police reporter, best known for his stories on the infamous serial killer known as the Zodiac , and later for his work on the Patricia Hearst kidnapping."
